Column1;longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity
2131;-122.35;37.96;29;1899;524;1357;443;1.875;97200;NEAR BAY
2132;-116.99;32.73;30;1856;339;1103;379;4.0357;153800;<1H OCEAN
2133;-121.22;37.81;20;1811;352;1191;327;4.0125;121500;INLAND
2134;-118.34;35.27;10;2939;605;1167;446;2.3917;79000;INLAND
2135;-121.29;38.68;20;1881;378;921;360;1.8589;144000;INLAND
2136;-119.81;36.73;47;1314;416;1155;326;1.372;49600;INLAND
2137;-118.41;33.92;38;1437;272;590;250;5.2338;358000;<1H OCEAN
2138;-118.07;34.01;36;1391;283;1025;275;3.2375;176800;<1H OCEAN
2139;-117.23;32.81;24;3271;508;1496;482;5.9359;422200;NEAR OCEAN
2140;-119.19;35.96;25;2014;402;1160;362;1.881;52500;INLAND
2141;-119.25;36.23;24;2015;355;1031;351;3.4306;139200;INLAND
2142;-118.48;34.27;33;2649;449;1303;437;4.9955;216800;<1H OCEAN
2143;-121.34;38.61;11;1716;404;722;415;2.0926;166100;INLAND
2144;-118.4;34.17;24;4443;1283;2421;1180;2.2652;269200;<1H OCEAN
2145;-118.6;37.39;19;2682;518;1134;399;3.2132;166000;INLAND
2146;-122.26;37.54;13;1422;295;395;195;5.3247;327800;NEAR BAY
2147;-121.54;39.12;17;4251;899;3265;934;2.3496;65000;INLAND
2148;-122.04;37.85;27;6039;780;2181;761;9.5862;469400;NEAR BAY
2149;-119.85;36.97;13;2872;477;1607;481;4.475;102400;INLAND
2150;-117.83;33.66;15;2355;438;747;450;6.5356;272800;<1H OCEAN
2151;-118;33.68;12;5241;985;2048;943;6.4858;285400;<1H OCEAN
2152;-118.6;34.02;36;2043;467;606;326;8.4331;500001;NEAR OCEAN
2153;-121.81;37.36;20;3189;420;1234;389;7.5813;374100;<1H OCEAN
2154;-116.29;33.72;5;3584;760;1097;470;3.1771;167400;INLAND
2155;-117.13;32.91;16;3230;579;1825;576;4.2969;151200;<1H OCEAN
2156;-118.08;33.93;34;1558;375;1179;337;3.2188;165100;<1H OCEAN
2157;-117.38;33.19;17;353;112;359;118;1.5625;162500;NEAR OCEAN
2158;-119.02;35.43;39;2033;370;956;379;3.1736;70700;INLAND
2159;-122.06;38.26;36;1248;221;672;222;3.3839;105900;INLAND
2160;-118.12;33.89;22;6876;1960;5162;1879;2.9293;170800;<1H OCEAN
2161;-117.12;32.71;24;421;101;396;113;0.6433;111300;NEAR OCEAN
2162;-121.9;37.33;52;1009;231;929;210;2.5;162500;<1H OCEAN
2163;-117.66;33.61;16;2022;254;789;270;8.4112;286900;<1H OCEAN
2164;-122.05;36.97;16;3363;611;1603;556;4.2542;294100;NEAR OCEAN
2165;-118.33;34.09;40;2004;687;1514;542;1.9911;220000;<1H OCEAN
2166;-121.45;38.54;47;1159;250;810;244;2.7787;56000;INLAND
2167;-118.52;34.2;37;1795;346;1082;354;4.9102;207200;<1H OCEAN
2168;-121.8;36.72;14;2493;407;1296;418;5.4508;190000;<1H OCEAN
2169;-122.92;39.05;16;1548;295;605;250;3.5652;119000;INLAND
2170;-118.05;33.95;33;1954;390;1600;376;3.6125;170800;<1H OCEAN
2171;-122.3;37.89;36;1077;293;518;276;3.0208;206300;NEAR BAY
2172;-118.71;34.3;20;1586;187;699;209;6.5483;335000;<1H OCEAN
2173;-118.03;34.1;38;2301;416;1079;398;4.4236;233600;INLAND
2174;-119.03;36.13;24;2259;408;1169;395;1.7106;95500;INLAND
2175;-121.39;38.59;33;2091;468;1053;470;2.2264;108100;INLAND
2176;-122.47;37.72;46;1453;306;817;310;3;246700;NEAR OCEAN
2177;-118.06;33.83;17;1973;516;1112;501;3.8512;163800;<1H OCEAN
2178;-122.37;37.58;43;2506;432;967;428;4.7404;500001;NEAR OCEAN
2179;-118.21;33.88;32;1507;379;1082;350;3.225;138200;<1H OCEAN
2180;-122.42;37.75;52;2164;533;1122;469;3.2632;306000;NEAR BAY
2181;-118.13;33.88;32;1788;459;1131;461;3.5278;166100;<1H OCEAN
2182;-118.36;34.05;45;1879;395;946;409;3.3333;254700;<1H OCEAN
2183;-121.33;38.66;17;2767;584;1275;568;2.5909;125400;INLAND
2184;-120.85;37.77;20;651;157;421;151;2.0833;77300;INLAND
2185;-118.47;34;28;1259;302;668;280;4.2813;384400;<1H OCEAN
2186;-121.76;36.92;36;2096;409;1454;394;3.2216;238300;<1H OCEAN
2187;-121.82;37.28;31;1340;235;1336;270;4.2361;179500;<1H OCEAN
2188;-118.31;33.67;42;1297;246;611;242;5.3074;401900;NEAR OCEAN
2189;-118.53;34.2;26;2221;662;1998;603;2.8701;191100;<1H OCEAN
2190;-117.08;32.82;16;1787;236;770;228;7.1298;278600;<1H OCEAN
2191;-118.97;35.37;52;425;119;380;97;1.4125;42500;INLAND
2192;-120.85;37.5;52;1724;352;922;348;1.7227;85700;INLAND
2193;-118.24;34.13;45;2170;401;1043;394;5.6921;269000;<1H OCEAN
2194;-119.25;35.78;27;1513;342;1346;323;2.7411;59800;INLAND
2195;-121.84;37.37;15;3315;1042;2749;1059;2.3199;140100;<1H OCEAN
2196;-122.26;37.56;23;7283;1342;3399;1298;5.6683;391000;NEAR BAY
2197;-117.9;33.63;28;2370;352;832;347;7.1148;500001;<1H OCEAN
2198;-117.77;33.71;15;2102;295;1060;303;7.3141;337100;<1H OCEAN
2199;-121.48;38.61;18;1511;315;1062;304;2.3438;89400;INLAND
2200;-122.08;37.71;35;2211;350;1004;365;5.4639;238600;NEAR BAY
2201;-118.07;33.83;17;4822;1168;3868;1117;2.5978;142900;<1H OCEAN
2202;-122.52;38.99;16;975;219;337;155;1.6607;77800;INLAND
2203;-117.28;34.12;36;2991;822;2378;751;1.3571;70600;INLAND
2204;-117.45;34.13;16;5058;965;3388;878;3.6417;119000;INLAND
2205;-123.19;39.15;16;2577;495;1232;488;2.6012;125600;<1H OCEAN
2206;-117;32.73;17;6050;1143;3424;1131;3.7647;127600;<1H OCEAN
2207;-122.5;37.78;46;2646;607;1418;563;3.7167;332800;NEAR BAY
2208;-122.62;38.95;19;2230;538;832;359;1.6865;58800;INLAND
2209;-122.5;37.74;44;2527;518;1434;444;3.875;275700;NEAR OCEAN
2210;-117.76;33.53;24;2105;346;712;332;10.6349;500001;<1H OCEAN
2211;-118.33;34.02;45;1667;399;928;375;1.8783;118200;<1H OCEAN
2212;-122.2;37.88;36;1065;160;398;155;7.7736;378100;NEAR BAY
2213;-118.4;33.87;38;2398;431;911;392;5.2319;500001;<1H OCEAN
2214;-121.81;37.25;12;2070;587;1216;532;4.1926;244500;<1H OCEAN
2215;-121.23;37.82;14;1847;325;1030;309;4.9271;155300;INLAND
2216;-118.96;35.87;17;1668;307;888;277;3.7794;96200;INLAND
2217;-117.25;34.08;30;2981;605;1784;573;2.45;85800;INLAND
2218;-122.3;38.27;4;1051;263;455;248;3.6389;130200;NEAR BAY
2219;-116.54;33.81;24;6087;1217;1721;833;3.1493;199400;INLAND
2220;-117.07;33.13;33;555;165;612;176;2.1786;137500;<1H OCEAN
2221;-118.36;33.89;40;756;122;371;130;5.0299;329200;<1H OCEAN
2222;-121.88;37.3;42;1867;398;927;389;4.325;247000;<1H OCEAN
2223;-117.36;33.88;15;2857;421;1361;382;4.6875;189800;INLAND
2224;-118.33;34.04;48;2437;443;1400;426;2.628;251100;<1H OCEAN
2225;-118.44;34.23;36;1730;387;1099;353;4.0368;183100;<1H OCEAN
2226;-117.15;32.8;41;1413;261;1070;259;2.3578;166700;NEAR OCEAN
2227;-122.44;37.8;52;2865;593;1029;577;5.2539;500001;NEAR BAY
2228;-123.66;41.3;22;1580;372;686;264;1.8065;62700;<1H OCEAN
2229;-119.13;34.19;16;6389;1330;6242;1340;4.0222;206800;NEAR OCEAN
2230;-117.05;32.68;15;1828;359;955;248;3.2174;165100;NEAR OCEAN
2231;-118.11;33.88;19;3203;708;1761;667;4.0911;239700;<1H OCEAN
2232;-122.42;37.73;35;1791;322;988;304;4.5769;254500;NEAR BAY
2233;-117.23;33.21;34;544;108;348;127;4.125;164600;<1H OCEAN
2234;-119.6;37.29;13;1722;325;712;269;2.625;137500;INLAND
2235;-121.63;39.15;27;336;60;195;68;5.3946;71800;INLAND
2236;-120.86;37.77;28;1208;232;535;232;2.3523;94700;INLAND
2237;-118.11;33.74;43;1222;303;565;309;4.8482;500001;NEAR OCEAN
2238;-118.14;33.76;44;1633;536;741;513;3.385;408300;NEAR OCEAN
2239;-118.3;33.76;18;9659;1716;4336;1674;5.7764;290500;<1H OCEAN
2240;-122.29;37.55;27;3789;874;2243;866;4.39;270100;NEAR OCEAN
2241;-119.05;35.34;17;2387;437;1204;423;4.0529;106200;INLAND
2242;-117.25;33.21;13;1203;292;1035;293;2.6339;117000;<1H OCEAN
2243;-118.04;33.97;29;2376;700;1968;680;2.6082;162500;<1H OCEAN
2244;-118.01;33.89;34;1653;292;1003;310;4.6;203400;<1H OCEAN
2245;-118.29;34;52;1319;295;898;271;2.7727;128600;<1H OCEAN
2246;-121.76;37.68;32;1078;207;555;197;3.1856;186900;INLAND
2247;-117.06;32.97;17;4754;877;2412;832;4.3548;192300;<1H OCEAN
2248;-119.11;34.33;14;4026;769;1825;671;3.5541;191800;<1H OCEAN
2249;-116;32.74;26;1134;280;329;158;1.4338;43900;INLAND
2250;-121.24;37.96;29;874;217;788;222;1.9187;57700;INLAND
2251;-117.4;34.09;5;6190;993;3615;963;4.4034;133200;INLAND
2252;-118.12;33.95;36;2752;459;1211;452;5.0526;269800;<1H OCEAN
2253;-120.42;34.95;52;1391;287;632;276;1.7431;131500;<1H OCEAN
2254;-118.29;34.09;35;2198;998;3441;912;2.0467;158300;<1H OCEAN
2255;-119.02;35.34;35;1650;390;1145;343;1.5357;56500;INLAND
2256;-121.64;36.74;30;2628;444;1372;432;4.1696;175000;<1H OCEAN
2257;-118.27;33.89;32;1969;397;1349;370;4.4659;138100;<1H OCEAN
2258;-118;33.77;28;2401;503;1155;456;3.5139;211700;<1H OCEAN
2259;-121.29;38.03;7;2021;441;1615;406;2.5842;111300;INLAND
2260;-118.86;34.22;26;1775;295;1004;323;5.5845;251700;<1H OCEAN
2261;-118.47;34;41;2331;636;1839;537;2.288;263500;<1H OCEAN
2262;-121.89;37.26;26;1864;331;956;325;5.5;231700;<1H OCEAN
2263;-122.12;37.16;32;1602;317;752;275;5.1664;185100;NEAR OCEAN
2264;-118.2;33.77;40;2034;899;1257;797;1.2864;131300;NEAR OCEAN
2265;-117.54;34.47;4;6712;1200;3126;1026;3.2277;126500;INLAND
2266;-122.41;37.73;41;2115;378;1168;365;4.0642;272500;NEAR BAY
2267;-122.13;37.75;30;414;54;137;50;4.975;311100;NEAR BAY
2268;-118.32;33.93;37;2379;462;1327;445;4.25;172100;<1H OCEAN
2269;-119.68;36.77;21;1260;182;583;205;6.0132;150800;INLAND
2270;-118.03;33.76;32;2980;494;1370;481;5.0866;223500;<1H OCEAN
2271;-118.18;33.78;17;1419;436;1300;360;2.0769;100000;NEAR OCEAN
2272;-117.91;33.67;16;7961;2276;5014;2116;3.512;218400;<1H OCEAN
2273;-117.17;34.12;3;15695;2248;6080;1920;6.2178;173900;INLAND
2274;-117.4;34.15;4;12156;1864;5020;1524;4.7909;149200;INLAND
2275;-118.14;33.87;44;1661;315;985;319;4.3942;219500;<1H OCEAN
2276;-119.63;36.7;42;1338;215;617;222;3.0833;133300;INLAND
2277;-117.15;32.92;16;2366;392;1482;407;4.9024;182900;<1H OCEAN
2278;-118.16;34.09;50;1568;302;1093;333;3.1442;162100;<1H OCEAN
2279;-119.55;36.71;32;1963;508;2052;518;1.9076;55800;INLAND
2280;-121.92;37.3;36;2088;358;772;347;4.2762;310100;<1H OCEAN
2281;-117.96;33.83;29;1194;176;474;170;6.1001;298900;<1H OCEAN
2282;-120.31;37.11;38;1696;301;985;278;2.4054;112500;INLAND
2283;-122.31;38;29;3108;534;1687;516;4.3333;170800;NEAR BAY
2284;-117.97;34.11;18;123;28;121;26;3.0417;137500;INLAND
2285;-116.98;32.77;29;3558;447;1097;445;8.093;379600;<1H OCEAN
2286;-121.9;37.31;52;2125;431;1014;443;5.8186;281100;<1H OCEAN
2287;-117.96;34.04;34;1381;265;1020;268;4.025;146900;<1H OCEAN
2288;-120.79;37.41;35;2436;466;1730;469;2.2071;85900;INLAND
2289;-121.48;38.57;52;567;193;272;187;1.625;187500;INLAND
2290;-118.16;34.68;17;2994;832;1571;695;2.5902;85400;INLAND
2291;-117.51;33.97;35;352;62;184;57;3.6691;137500;INLAND
2292;-119.47;35.4;32;2167;421;1301;394;1.9718;69800;INLAND
2293;-118.26;34.07;30;929;238;763;214;2.5227;187500;<1H OCEAN
2294;-122.29;38.31;45;3075;754;1635;723;2.2721;139800;NEAR BAY
2295;-117.07;32.63;37;2372;444;1056;419;3.7583;145500;NEAR OCEAN
2296;-118.33;33.82;26;5591;934;2824;939;6.5861;417800;<1H OCEAN
2297;-118.36;33.84;22;11016;3170;6664;2838;3.703;361300;<1H OCEAN
2298;-122.12;37.29;11;436;70;212;75;8.6196;500001;<1H OCEAN
2299;-118.2;34.19;38;2176;266;798;243;15.0001;500001;<1H OCEAN
2300;-122.24;37.8;52;996;228;731;228;2.2697;127000;NEAR BAY
2301;-118.34;34.02;48;1614;320;684;318;4.2218;181000;<1H OCEAN
2302;-118.29;34.11;48;1448;295;681;287;3.2333;436400;<1H OCEAN
2303;-118.29;34.1;39;2196;582;1165;538;2.9417;254200;<1H OCEAN
2304;-120.14;34.6;22;2136;465;1143;409;2.9479;243100;NEAR OCEAN
2305;-117.59;33.67;29;1223;215;633;204;6.5143;279800;<1H OCEAN
2306;-119.06;35.33;14;5264;1064;3278;1049;3.8117;82800;INLAND
2307;-119.72;36.8;16;2396;526;1338;518;2.1653;78800;INLAND
2308;-121.08;40.19;11;919;199;69;43;1.6944;137500;INLAND
2309;-117.9;33.82;32;1187;302;1003;275;2.4931;166900;<1H OCEAN
2310;-118.4;33.88;36;3022;482;1278;494;7.2651;500001;<1H OCEAN
2311;-118.16;34.18;48;568;145;559;135;2.4135;135700;<1H OCEAN
2312;-121.67;39.34;22;1217;224;537;187;2.6607;84600;INLAND
2313;-117.06;32.55;5;3223;940;3284;854;1.4384;108800;NEAR OCEAN
2314;-122.49;38.32;17;3308;720;1587;632;3.2727;176000;<1H OCEAN
2315;-122.71;37.9;23;1250;257;437;188;3.115;242600;NEAR OCEAN
2316;-121.38;38.55;26;1532;264;781;285;4.6944;130900;INLAND
2317;-120.85;37.05;32;2893;481;1198;466;3.1719;140600;INLAND
2318;-118.32;33.99;49;1407;269;889;283;1.9779;114200;<1H OCEAN
2319;-119.3;34.42;18;5591;1042;2860;1026;3.5822;219900;NEAR OCEAN
2320;-122.7;38.99;18;1177;224;181;105;2.3558;134700;INLAND
2321;-122.04;36.96;42;538;107;200;104;2.1667;196400;NEAR OCEAN
2322;-121.44;38.6;16;2987;864;1240;755;2.8231;137500;INLAND
2323;-122.15;37.47;37;1844;382;1634;417;2.7993;145500;NEAR BAY
2324;-122.07;37.63;35;1931;376;1175;337;3.7292;168100;NEAR BAY
2325;-119.86;34.38;26;1626;375;1580;359;2.1471;187500;NEAR OCEAN
2326;-121.8;36.68;18;8581;1957;6071;1889;3;162200;<1H OCEAN
2327;-122.69;38.34;15;3091;697;1602;682;4.0071;135500;<1H OCEAN
2328;-118.22;34.14;52;1388;271;735;239;3.7404;247700;<1H OCEAN
2329;-118.48;34.24;32;2621;412;1285;414;6.6537;267600;<1H OCEAN
2330;-117.66;33.61;17;3464;519;1713;530;6.0471;248400;<1H OCEAN
2331;-122.84;38.98;21;939;176;556;178;1.7196;75000;INLAND
2332;-118.36;33.96;17;3431;934;2365;810;3.0393;129200;<1H OCEAN
2333;-117.08;32.76;27;1221;254;606;259;3.0833;155400;NEAR OCEAN
2334;-120.41;34.88;4;3680;559;1678;569;5.0639;201700;<1H OCEAN
2335;-121.01;38.73;7;6322;1046;2957;1024;4.7276;197500;INLAND
2336;-119.01;34.23;11;5785;1035;2760;985;4.693;232200;<1H OCEAN
2337;-116.66;33.09;24;1378;272;532;188;1.5909;221900;INLAND
2338;-121.79;38.68;24;3794;848;2225;864;2.8068;95300;INLAND
2339;-122.38;37.76;52;248;68;124;51;1.4886;450000;NEAR BAY
2340;-118.32;33.97;52;1590;302;844;295;2.7139;164900;<1H OCEAN
2341;-118.59;34.11;35;2396;472;1054;457;6.4504;407000;<1H OCEAN
2342;-120.92;39.56;48;1276;292;358;145;1.875;66600;INLAND
2343;-118.34;33.88;31;3122;727;1885;715;3.8657;298400;<1H OCEAN
2344;-121.28;38.8;7;9003;1739;4445;1591;3.816;147900;INLAND
2345;-118.35;33.87;28;2319;579;1369;564;3.6169;257000;<1H OCEAN
2346;-122.2;37.77;39;2689;597;1888;537;2.2562;94800;NEAR BAY
2347;-116.61;33.93;35;321;71;157;61;2.8056;68100;INLAND
2348;-118.01;33.8;16;4021;701;1488;650;5.32;219500;<1H OCEAN
2349;-119.12;36.29;29;1638;323;942;322;2.1731;66200;INLAND
2350;-122.26;37.84;52;950;202;467;198;3.9643;188800;NEAR BAY
2351;-118.46;34.31;24;2920;601;1460;598;4.2708;218200;<1H OCEAN
2352;-122.15;37.44;52;1400;217;522;227;4.9861;500001;NEAR BAY
2353;-121.9;38.04;36;1489;331;838;259;1.2024;90200;INLAND
2354;-122.04;37.66;10;2031;357;867;352;5.3169;299200;NEAR BAY
2355;-119.02;35.41;41;2221;516;1106;473;1.97;51900;INLAND
2356;-122.49;37.78;52;3440;722;1663;665;3.0278;356300;NEAR BAY
2357;-117.06;32.75;34;2516;611;1317;594;2.2308;125900;NEAR OCEAN
2358;-118.1;34.71;16;3914;819;1524;795;2.415;137500;INLAND
2359;-119.27;36.32;6;2881;518;1432;504;4.0806;110200;INLAND
2360;-119.27;36.18;23;3180;547;1829;498;2.6098;66000;INLAND
2361;-118.55;34.17;36;2127;297;761;274;7.8392;500001;<1H OCEAN
2362;-120.08;36.72;22;1339;251;820;276;3.6;83200;INLAND
2363;-119.78;36.83;11;2754;663;1328;604;2.3667;69300;INLAND
2364;-117.9;33.8;21;1342;326;748;335;2.9231;45000;<1H OCEAN
2365;-119.04;35.36;36;1942;414;1051;411;1.8362;66900;INLAND
2366;-122.16;37.75;46;954;161;429;154;2.925;142900;NEAR BAY
2367;-118.49;34.21;25;1131;449;746;420;1.3565;225000;<1H OCEAN
2368;-118.13;33.79;45;2317;448;1057;428;4.375;234800;NEAR OCEAN
2369;-118.29;34.05;30;1417;589;1615;540;1.3867;193800;<1H OCEAN
2370;-118.32;33.99;43;2028;479;1074;394;2.5909;98700;<1H OCEAN
2371;-121.85;38.43;2;790;135;235;87;5.0862;166500;INLAND
2372;-118.48;34.01;31;1829;458;719;392;4.4;353800;<1H OCEAN
2373;-118.09;34.12;45;2966;415;1231;409;7.8347;500001;<1H OCEAN
2374;-118.29;34.09;39;336;173;586;151;1.8056;262500;<1H OCEAN
2375;-119.6;36.66;27;1388;296;1056;284;1.6094;55200;INLAND
2376;-121.96;37.13;26;50;5;17;4;15.0001;400000;<1H OCEAN
2377;-118.26;34.02;40;1259;362;1499;327;1.8382;126400;<1H OCEAN
2378;-118.38;34.18;32;3553;1060;3129;1010;2.5603;174200;<1H OCEAN
2379;-122.12;37.68;45;2179;401;1159;399;3.4839;180600;NEAR BAY
2380;-121.87;37.39;16;2655;487;1862;448;6.057;246800;<1H OCEAN
2381;-121.74;38.15;22;1910;326;1001;345;4.8173;115800;INLAND
2382;-118.28;34.02;46;1098;426;1510;374;2.1382;156300;<1H OCEAN
2383;-118.15;33.94;37;1594;321;1003;323;3.3289;199700;<1H OCEAN
2384;-117.05;32.95;17;3039;555;1297;552;3.9531;178600;<1H OCEAN
2385;-118.16;33.91;41;1806;408;1146;374;2.9643;162200;<1H OCEAN
2386;-118.32;33.87;28;3763;762;1967;724;5.3244;271900;<1H OCEAN
2387;-121.02;37.09;17;1118;270;560;244;2.0216;112500;INLAND
2388;-118.27;34.17;52;2010;536.9621513;908;326;6.9135;374000;<1H OCEAN
2389;-118.36;33.9;41;1355;349;655;329;2.9551;205000;<1H OCEAN
2390;-122.09;37.65;27;2630;722;1414;634;2.8203;195200;NEAR BAY
2391;-118.38;34.03;43;912;255;705;246;2.6402;185700;<1H OCEAN
2392;-118.52;34.04;42;993;130;368;134;10.8082;500001;<1H OCEAN
2393;-122.2;37.4;30;2612;338;980;324;10.0481;500001;NEAR OCEAN
2394;-118.15;33.85;30;4071;1067;2144;970;2.7268;218100;<1H OCEAN
2395;-118.12;33.76;43;3070;668;1240;646;3.7813;461500;NEAR OCEAN
2396;-121.41;38.64;38;1384;287;682;280;1.9167;64400;INLAND
2397;-118.34;33.9;36;1342;259;706;261;4.1776;236600;<1H OCEAN
2398;-119.98;37.43;12;2776;592;1236;489;2.5551;105000;INLAND
2399;-118.23;33.92;24;1555;406;1665;361;1.6437;98800;<1H OCEAN
2400;-117.97;33.89;17;1851;344;764;339;5.1315;181800;<1H OCEAN
2401;-117.06;32.58;13;3435;708;1761;699;3.4792;107600;NEAR OCEAN
2402;-122.58;38.38;27;3800;728;1587;605;4.7237;306600;<1H OCEAN
2403;-114.58;33.63;29;1387;236;671;239;3.3438;74000;INLAND
2404;-118.37;33.87;18;2516;485;1128;433;5.0114;338600;<1H OCEAN
2405;-118.25;34.11;39;1415;369;1467;351;3.015;156300;<1H OCEAN
2406;-117.35;34.16;36;1717;348;1054;279;2.4444;73400;INLAND
2407;-118.13;34.18;52;3094;519;1309;488;6.4223;310900;INLAND
2408;-122.08;37.93;35;4043;689;1832;662;5.0761;233200;NEAR BAY
2409;-122.16;37.74;46;1029;181;567;211;3.4844;129500;NEAR BAY
2410;-122.11;37.66;35;2843;652;1726;643;3.09;174100;NEAR BAY
2411;-122.25;40.66;15;2771;546;1423;505;3.6413;108500;INLAND
2412;-121.99;38.36;33;146;31;75;31;3.5179;84400;INLAND
2413;-122.39;37.6;44;2304;384;986;379;4.652;387100;NEAR OCEAN
2414;-118.34;34.11;40;5485;1242;2034;1133;3.6974;500001;<1H OCEAN
2415;-117.11;32.71;30;1729;457;1673;460;1.7;85900;NEAR OCEAN
2416;-118.09;33.78;26;2146;298;852;296;6.6137;342700;<1H OCEAN
2417;-117.21;33.14;12;4839;954;1708;952;2.8586;163300;<1H OCEAN
2418;-122.25;37.87;52;1204;460;2016;477;0.949;350000;NEAR BAY
2419;-123.28;40.77;25;767;206;301;121;1.625;79200;INLAND
2420;-122.4;37.78;52;464;202;286;148;1.6125;112500;NEAR BAY
2421;-118.3;34.11;52;3136;675;1213;606;3.5806;391900;<1H OCEAN
2422;-122.36;40.66;17;2786;559;1528;517;2.0119;75800;INLAND
2423;-117.29;34.09;24;1451;387;1178;330;1.1806;68300;INLAND
2424;-122.47;37.7;47;737;126;370;136;3.775;281300;NEAR OCEAN
2425;-117.15;32.8;27;1937;537;1211;482;2.75;87500;NEAR OCEAN
2426;-121.89;37.33;42;1279;358;1254;340;2.2583;192500;<1H OCEAN
2427;-117.43;34.02;33;3084;570;1753;449;3.05;97800;INLAND
2428;-121.22;37.8;13;335;89;247;77;1.6111;74100;INLAND
2429;-118.12;34.04;35;1038;209;598;190;5.9214;254900;<1H OCEAN
2430;-117.99;33.67;12;2228;479;1122;488;4.0385;350000;<1H OCEAN
2431;-118.11;34.14;44;3298;615;1417;643;4.1324;434800;<1H OCEAN
2432;-122.39;37.74;52;126;24;37;27;10.2264;225000;NEAR BAY
2433;-120.14;34.59;24;1601;282;731;285;4.2026;259800;NEAR OCEAN
2434;-118.24;33.95;37;441;125;390;98;1.6513;90200;<1H OCEAN
2435;-119.76;36.81;19;4643;1429;4638;1335;1.2716;69400;INLAND
2436;-118.13;34.1;19;2742;756;1396;703;2.5663;197500;<1H OCEAN
2437;-117.02;33.6;7;1972;352;964;317;3.244;337200;INLAND
2438;-121.2;38.66;17;1605;217;732;241;5.47;204800;INLAND
2439;-121.27;37.98;43;1005;200;492;172;2.6812;72800;INLAND
2440;-119.1;36.4;31;1533;361;1518;386;1.5608;51700;INLAND
2441;-121.43;37.74;52;966;247;589;228;1.6937;108300;INLAND
2442;-118.08;33.86;26;778;173;539;186;3.2679;236500;<1H OCEAN
2443;-118.01;33.77;32;1771;296;995;272;5.8362;217500;<1H OCEAN
2444;-121.24;38.64;13;4491;689;1657;667;5.259;249400;INLAND
2445;-115.56;32.78;46;2511;490;1583;469;3.0603;70800;INLAND
2446;-121.7;36.84;19;2511;465;1551;450;4.9107;231900;<1H OCEAN
2447;-119.96;38.94;19;1429;292;585;188;2.2589;131600;INLAND
2448;-117.2;32.79;16;2079;394;746;383;5.0958;300000;NEAR OCEAN
2449;-122.11;37.88;37;4005;614;1602;606;6.4666;348200;NEAR BAY
2450;-118.27;33.83;28;2152;415;1623;429;4.35;200500;<1H OCEAN
2451;-121.57;39.76;20;1384;257;557;232;2.0882;104900;INLAND
2452;-117.68;34;5;3761;580;2335;648;5.7338;225400;INLAND
2453;-117.05;33.03;16;87;20;32;21;4.3571;144600;<1H OCEAN
2454;-117.85;33.89;24;3326;503;1616;494;5.7457;240600;<1H OCEAN
2455;-121.92;37.47;26;2016;322;1105;357;6.0878;246900;<1H OCEAN
2456;-117.2;34.12;24;3532;618;1681;590;3.5;113900;INLAND
2457;-117.19;32.75;52;1388;213;513;211;6.1309;411600;NEAR OCEAN
2458;-118.26;34.06;42;2541;1282;3974;1189;1.5854;87500;<1H OCEAN
2459;-117.99;33.88;25;3401;509;1503;498;6.6704;240600;<1H OCEAN
2460;-118.39;33.89;40;826;143;389;147;7.1845;438100;<1H OCEAN
2461;-118.26;33.96;39;1255;323;902;327;1.5812;94000;<1H OCEAN
2462;-122.03;37.95;14;3287;793;1601;716;3.1719;220500;NEAR BAY
2463;-118.19;34.77;16;2035;370;704;330;2.1979;146400;INLAND
2464;-117.24;33.21;9;2486;626;1938;525;2.1293;151400;<1H OCEAN
2465;-121.37;38.61;39;823;146;329;144;3.0833;114100;INLAND
2466;-118.3;34.07;28;5221;2530;5840;2374;1.8829;300000;<1H OCEAN
2467;-118.32;33.81;27;2113;380;1109;360;4.7062;357000;<1H OCEAN
2468;-121.33;37.97;38;3166;575;1351;561;3.5404;91600;INLAND
2469;-117.91;33.63;30;2071;412;1081;412;4.9125;335700;<1H OCEAN
2470;-118.11;33.84;36;1463;257;722;260;4.8438;226300;<1H OCEAN
2471;-119.55;36.69;21;1551;423;1519;406;1.7132;55900;INLAND
2472;-121.32;35.95;31;372;68;479;67;3.5547;200000;NEAR OCEAN
2473;-119.55;36.52;31;1986;417;1042;422;3.0294;70200;INLAND
2474;-118.4;33.99;36;1225;213;591;227;5.4663;326700;<1H OCEAN
2475;-118.68;34.13;9;11251;1594;3029;1227;6.7273;500001;<1H OCEAN
2476;-119.2;34.25;18;3208;643;1973;614;3.8162;235000;NEAR OCEAN
2477;-117.1;32.67;26;2629;763;2721;767;2.0982;109100;NEAR OCEAN
2478;-118.24;33.78;24;574;173;784;162;2.25;152300;NEAR OCEAN
2479;-118.09;33.92;35;1994;419;1491;428;3.7383;166200;<1H OCEAN
2480;-122.13;37.45;37;2295;332;933;332;6.7257;500001;NEAR BAY
2481;-117.28;34.17;26;3728;888;1765;727;1.7456;86800;INLAND
2482;-117.81;35.65;19;1124;290;598;261;1.8984;54300;INLAND
2483;-122.12;37.43;36;3212;553;1455;574;6.46;425500;NEAR BAY
2484;-117.28;34.16;26;2469;532;1068;501;1.9832;122100;INLAND
2485;-118.14;34.69;48;1379;327;696;304;2.1167;94900;INLAND
2486;-118.3;33.75;19;2356;440;1291;418;4.2308;416100;<1H OCEAN
